credential_id,credential_name,pathway_node,pathway_level,pathway_tracks,match_score,match_reasons,mapping_status,evidence_status,record_type,official_url
CAND-CDB04CF3FA0E81,AWS Skill Builder,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/digital/
CAND-547D480C65D2DA,AWS Training and Certification,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/
CAND-89910F109DFC50,AWS Training and Certification,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/education/?nc2=h_sol_ind_edu
CAND-3D4BFE8C50D816,AWS Training and Certification,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc2=h_rsc_lrn_tc
CAND-D0D1B0C048AC72,AWS Training and Certification,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc1=f_cc
CAND-B06EC7B56F8C9A,AWS Training and Certification Blog,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/partners/training/
CAND-4A6BD58F7967E6,AWS Training and Certification Blog Read T&C blog posts,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/blogs/training-and-certification/
CAND-68CFCCE524F968,AWS Training and Certification Community,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/digital/
CAND-4C4A971770DFF4,AWS Training and Certification Community,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/
CAND-46FBF74358B98F,AWS Training and Certification on Twitch,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/certification-prep/
CAND-51ACA1F36BADB3,"AWS Training and Certification on Twitch Live, on-demand training available on Twitch from experts and additional on-demand shows whenever it suits your schedule. See shows",cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/twitch/
CAND-789B98FE4A6E6C,AWS Training FAQ,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9
CAND-392C4151974F0B,AWS Training Live on Twitch,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/digital/
CAND-5631572D8E09BF,AWS Training Live on Twitch,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/
CAND-262B4F81C7B1C9,AWS Training Live on Twitch,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/
CAND-4DF45116B4E504,AWS Training Partner (ATP),cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/partners/aws-training-partners/
CAND-E141195DD4A6A3,AWS Training Partners .,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/partners/aws-training-partners/
CAND-9253D69E297722,AWS-accredited instructors,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/aws-authorized-instructor-program/
CAND-EC353D86CB354F,Back to AWS Training & Certification,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/
CAND-CEE8408E7A4593,Benefits of AWS Training and Certification,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/
CAND-BC0672253909F7,Benefits of AWS Training and Certification,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc2=h_rsc_lrn_tc
CAND-604033F47D58C7,Benefits of AWS Training and Certification,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc1=f_cc
CAND-2A9EC70C3709AB,Blog Learn how an infrastructure developer leverages AI certification to drive innovation Read the story,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/blogs/training-and-certification/how-an-infrastructure-developer-leverages-ai-certification-to-drive-innovation/
CAND-7E7628FEDE0D5D,Browse all education solutions,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/education/?nc2=h_sol_ind_edu
CAND-E3D4F0A9EEFE9A,Browse classroom training,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/classroom/?ladev=sec&sec=ct
CAND-869954668339AD,Build with a partner,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/education/partner-solutions/
CAND-8DCC8E714C9910,Buy on marketplace,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/marketplace/solutions/public-sector/education/
CAND-22F35D782B2338,Can I schedule Classroom Training at a specific start date at any time during the Term of my Order?,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9
CAND-5F545DB7E85571,Can I see reports that show which employees have achieved AWS Certification?,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9
CAND-91D553F9E2270B,Can I see usage reports for employees who use the freely available AWS Skill Builder training but don’t have the subscription?,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9
CAND-86704D82442962,Certification,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/certification-prep/
CAND-FAA277615BE4D8,Choose your AWS Certification Path,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/
CAND-E0D49F2A700D34,Choose your training path,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/
CAND-8C4D2862AD978D,Choose your training path,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc2=h_rsc_lrn_tc
CAND-CB6202E5FC1D43,Choose your training path,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc1=f_cc
CAND-7C4EFE3FB3AEA2,Classroom training,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/
CAND-5F216A2B39DBA6,Classroom training,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc2=h_rsc_lrn_tc
CAND-6762A271EDF269,Classroom Training,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/teams/
CAND-44756F1A0025F8,Classroom training,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/classroom/
CAND-D41F1D78CFAD5A,Classroom Training,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9
CAND-2680E2DE01B075,Classroom training,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc1=f_cc
CAND-E452F2A0125440,Classroom Training 10,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9#classroom-training--1y1s5ix
CAND-87EF057090F505,"Classroom training Ask questions, work through solutions in person, and get feedback from AWS-accredited instructors with deep technical knowledge. Learn more",cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/classroom/
CAND-E1E86303172B5D,Classroom training options,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/classroom/
CAND-BF38AAFD350E05,Coming soon The AWS Certified Machine Learning – Associate exam is being updated Learn more,ml,Intermediate,ai-engineering,65,machine learning,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/certified-machine-learning-engineer-associate/
CAND-BF38AAFD350E05,Coming soon The AWS Certified Machine Learning – Associate exam is being updated Learn more,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/certified-machine-learning-engineer-associate/
CAND-73DA97E6D51BD9,Coming soon The AWS Certified Solutions Architect – Professional and the AWS Certified Developer – Associate exams are being updated Learn more,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/blogs/
CAND-0DF23CF30D9080,"Connect with an AWS Training expert who can answer your questions, recommend resources, share best practices, and design a comprehensive training strategy.",cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/teams/
CAND-BA3F10EE670C8E,Connect with an expert,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/government-education/contact/
CAND-7A8B41FFE67A3C,Contact us,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/government-education/contact/
CAND-72A15E47A503D9,Contact us to host a training,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/government-education/contact/
CAND-1D4ABB4427AE97,Cookie Preferences,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/
CAND-4FD5CF7ABE02C9,Cookie Preferences,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/education/?nc2=h_sol_ind_edu
CAND-B8576A76B3E2B4,Cookie Preferences,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc2=h_rsc_lrn_tc
CAND-8B642CF7AB7897,Cookie Preferences,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/teams/
CAND-850A399A037EFA,Cookie Preferences,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/digital/
CAND-8750447A9DBD0B,Cookie Preferences,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/ai/
CAND-2A379309932887,Cookie Preferences,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/digital/immersive-learning/
CAND-CCBD5CE0DE5E9A,Cookie Preferences,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/security/
CAND-1BB335C6F51D5B,Cookie Preferences,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/
CAND-507681CCDCA6A5,Cookie Preferences,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/certification-prep/
CAND-B5CCDDA7F48417,Cookie Preferences,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/partners/training/
CAND-9C40991947FD3C,Cookie Preferences,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/events/
CAND-3B5B4886BF668D,Cookie Preferences,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/classroom/
CAND-6A91487C7BBE99,Cookie Preferences,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/education/awseducate/
CAND-81AEA72F3E64F0,Cookie Preferences,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/aai/
CAND-676F98DDB60747,Cookie Preferences,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/
CAND-9D3F09A6B87F24,Cookie Preferences,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/ramp-up-guides/?p=train&c=tc&z=9
CAND-23D3C5E3119A3D,Cookie Preferences,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9
CAND-836C414652E4F2,Cookie Preferences,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc1=f_cc
CAND-674FCD03CF7502,Data Data Analytics Looking for a clear starting point to help you build a career or build your knowledge of data analytics in the AWS Cloud? Learn about data,cloud-fundamentals,Foundation,cloud-devops,95,cloud;aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/data-analytics/?la=sec&sec=solution
CAND-E04A52D880D6FA,Database Databases Looking for a clear starting point to help you build a career or learn to use database technologies and architectures? Learn about databases,sql,Foundation,python-software,65,database,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/databases/?la=sec&sec=solution
CAND-E04A52D880D6FA,Database Databases Looking for a clear starting point to help you build a career or learn to use database technologies and architectures? Learn about databases,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/databases/?la=sec&sec=solution
CAND-939E568931745D,Develop Your Team,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/teams/
CAND-42103D3A31520D,Develop your team with cloud training solutions,cloud-fundamentals,Foundation,cloud-devops,70,cloud;aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/teams/
CAND-8E229EFB284AF2,Developer Developer Looking for a clear starting point to help you build a career or learn how to build AWS Cloud applications? See learning plan,cloud-fundamentals,Foundation,cloud-devops,95,cloud;aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/developer/?la=sec&sec=role
CAND-C3F213E204C811,DevOps DevOps Engineer Looking for a clear starting point to help you build a career or learn how to implement a solution in DevOps? See learning plan,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/devops/?la=sec&sec=role
CAND-932EC9102BD0D1,Digital training,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/
CAND-52ECBAEE419FFE,Digital training,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc2=h_rsc_lrn_tc
CAND-01DF853E216960,Digital Training,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/teams/
CAND-D994E30AC7F153,Digital Training,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/digital/
CAND-01B1867722355B,Digital Training,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9
CAND-992648163777E3,Digital training,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc1=f_cc
CAND-B48CE6B3959B0E,Digital Training 9,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9#digital-training--1y1s5ix
CAND-D6CCAC618FFCE9,Digital training Develop real-world AWS skills with immersive learning Learn more,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/digital/immersive-learning/
CAND-E9C2D57AB59862,Digital training Grow your generative AI career with training content built by AWS experts Explore further,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/ai/
CAND-E9C2D57AB59862,Digital training Grow your generative AI career with training content built by AWS experts Explore further,ai-literacy,Explore,ai-engineering,65,generative ai,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/ai/
CAND-C60E0995E5CEBE,Discover solutions,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/marketplace/solutions/public-sector/education/
CAND-A78AD31A4E37C7,Discover trainings by role or solution Learn more,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/
CAND-98CE1F7BE2147F,Does AWS offer a digital training subscription for individuals?,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9
CAND-1444B58E40521C,Does AWS offer a digital training subscription for teams?,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9
CAND-D518259A68DD87,Does the Individual subscription also provide access to live classroom training and AWS Certification exams?,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9
CAND-14B7E949E9E504,Does the Skill Builder Team Subscription Period end at the end of my Training Order Term?,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9
CAND-EB8C4C46B059FF,Does the Team subscription also provide access to classroom training and AWS Certification exams?,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9
CAND-7469B2F60B87BB,Drive innovation with AWS Certified Staff,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/teams/
CAND-B8CA30F128CF6F,Earn an industry-recognized credential,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/
CAND-1854E4983549A4,"Education Solutions to help facilitate teaching, learning, student engagement, better learning outcomes and modernize IT operations",cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/education/?nc2=h_sol_ind_edu
CAND-68BCCD983F9727,Exam prep on AWS Skill Builder,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/certification-prep/
CAND-467C000FCB23F1,Exam preparation,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/
CAND-95AE921F1C4625,Exam Vouchers,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/
CAND-1432BD23091365,Explore AWS Certification benefits,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/benefits/
CAND-130BFA4D19CE1D,Explore AWS Certifications,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/
CAND-76BA03613919AF,Explore AWS Partner Certification Readiness,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/partners/training/certification/
CAND-A67C719423A535,Explore AWS Training and Certification Events,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/events/
CAND-CFD3FF50981AD0,Explore digital training,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/digital/
CAND-D5E2EB5C1E45FD,Explore featured digital training,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/digital/
CAND-14D8463CE46599,Explore immersive learning experiences,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/digital/immersive-learning/
CAND-73A3E287D8F64A,Explore more AWS Training,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/
CAND-DB72D8068E9114,Explore more AWS Training,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc2=h_rsc_lrn_tc
CAND-218096CB3656CD,Explore more AWS Training,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc1=f_cc
CAND-8D2FBBF5F85710,Explore more roles and domains Find training for more roles and domains. Explore more training,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/
CAND-C691649755DD2B,"Explore Ramp-Up Guides by role, solution and industry Explore guides",cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/ramp-up-guides/
CAND-CB1882DCE0D093,Explore training by use-case,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/ai/
CAND-2B1564F963F025,FAQs Still have questions about AWS Skill Builder? View AWS Training FAQ,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/
CAND-4E8006B48F2D95,FAQs Still have questions about training? View AWS Training FAQ,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9
CAND-67A4D45DEE9D61,Find a local training partner,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/classroom/
CAND-EA4D9F990F2387,Find a local training partner Choose a local AWS Training Partner endorsed by AWS to deliver our classroom-based training. Find a partner,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/partners/aws-training-partners/?cta=ct_options
CAND-4BED8A8431C1E6,Find training by career path,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/ai/
CAND-633391B0FEEBA4,Free training events,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/
CAND-47A150EDF7B6EC,Free training events,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc2=h_rsc_lrn_tc
CAND-B1DABDBA7A7E82,Free training events,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc1=f_cc
CAND-CA1C79696F7CB3,"Free training events Join us for free, fun, and interactive training on Twitch, virtual events, and more. Find upcoming events",cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/events/
CAND-1C47487976D09C,free virtual and on-demand webinars,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/events/
CAND-0F2C5AA590293E,Games AWS for Games Looking for a clear starting point to help you build a career or learn to produce games in the AWS Cloud? Learn about AWS for Games,cloud-fundamentals,Foundation,cloud-devops,95,cloud;aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/game-tech/?la=sec&sec=solution
CAND-50B3527FD6C340,General Questions 5,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/faqs/?p=train&c=tc&z=9#general-questions--1y1s5ix
CAND-CECB90C50F2C6D,Generative AI innovation in education,ai-literacy,Explore,ai-engineering,65,generative ai,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/education/?nc2=h_sol_ind_edu
CAND-CECB90C50F2C6D,Generative AI innovation in education,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/education/?nc2=h_sol_ind_edu
CAND-A99E5F808E0416,Get AWS Certified,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/
CAND-2E94C2E5198275,Get AWS Certified,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc2=h_rsc_lrn_tc
CAND-7639997D2E7004,Get AWS Certified,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc1=f_cc
CAND-99E64F75E9F1A1,Get Certified Exam Readiness webinars,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/certification-prep/
CAND-68D2989DD84B99,Get exam vouchers for your teams,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/certification/bulk-voucher/
CAND-F3015BE2CBBF61,Get live training with AWS experts—for you or your team,cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/learn-about/security/
CAND-CA1B4037806BA1,Get started,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/teams/enterprise-skills-transformation/
CAND-E8B563D1E609A5,"Get started Access AWS Cloud training Cloud skills and credentials that fuel innovation, accelerate impact, and change lives. Learn more about AWS Training and Certification",cloud-fundamentals,Foundation,cloud-devops,95,cloud;aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/
CAND-A866863BC8CE37,"Get started Find a solution in the AWS Marketplace Discover solutions that provide the tools needed to support students, faculty, and administrators. Explore the AWS Marketplace",cloud-fundamentals,Foundation,cloud-devops,65,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/marketplace/solutions/public-sector/education/
CAND-A22718027EC9DC,Get started with training by role or domain,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/
CAND-7C8191097C856F,Get started with training by role or domain,cloud-fundamentals,Foundation,cloud-devops,40,aws,candidate,official-page-extraction,credential-candidate,https://aws.amazon.com/training/?nc2=h_rsc_lrn_tc
